block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method
d-block,Mn-Zn-O,Mn,Zn,O,MnZnO2_1046085_POSCAR,-0.06356320004168955,3.8996558042,-0.13732865982332,-0.07376545978163043,3.5876833399,7.6433253763,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1388705_POSCAR,-0.05992877266182362,6.8432827892,-0.11927392527942,-0.05934515261759638,6.3168764208,12.8969560258,35,local_max_drop
d-block,Mn-Zr-O,Mn,Zr,O,Zr4MnO9_763464_POSCAR,-0.17604142755597185,9.0916127942,-0.40895068404808,-0.23290925649210814,8.7781089048,15.3616905834,35,local_max_drop
d-block,Mo-Hf-O,Mo,Hf,O,Hf9Mo4O3_1212453_POSCAR,-0.4300564492163088,12.5209216655,-0.65408759002173,-0.2240311408054212,9.9303861485,21.1560400555,35,local_max_drop
d-block,Mo-Hf-S,Mo,Hf,S,Hf9Mo4S_1194092_POSCAR,-0.43267626865993436,12.591117775,-0.64815391543512,-0.21547764677518566,9.986058925,21.274647275,35,local_max_drop
d-block,Mo-Hf-S,Mo,Hf,S,Hf8Mo5S_1224623_POSCAR,-0.4154520314460397,12.211084404,-0.6498060677186,-0.23435403627256027,9.684653148,20.632521924,35,local_max_drop
d-block,Nb-Ag-O,Nb,Ag,O,Nb14AgO36_1210596_POSCAR,-0.06140781244749749,5.6355685669,-0.17366959094643,-0.11226177849893251,5.4477162813,9.2047619925,35,local_max_drop
d-block,Nb-Ag-O,Nb,Ag,O,Nb13AgO33_1210284_POSCAR,-0.06000140368442419,5.7712823999,-0.16521497294258,-0.10521356925815581,5.5789063199,9.4264279199,35,local_max_drop
d-block,Nb-Cd-O,Nb,Cd,O,Nb6CdO16_773090_POSCAR,-0.12747415364988374,11.8650195,-0.384451979196,-0.25697782554611626,11.0740182,19.37953185,35,local_max_drop
d-block,Nb-Cd-S,Nb,Cd,S,Nb6CdS8_1220444_POSCAR,-0.07227009950351265,14.0816233945,-0.16051934066506,-0.08824924116154734,12.1393305125,23.7930878045,35,local_max_drop
d-block,Nb-Ir-S,Nb,Ir,S,Nb17Ir3S40_674499_POSCAR,-0.16825990683549358,21.3287217134,-0.427339696842,-0.25907979000650644,18.3868290632,36.038184964,35,local_max_drop
d-block,Nb-Ir-S,Nb,Ir,S,Nb15IrS32_675380_POSCAR,-0.1486717275720765,12.5152832273,-0.35586115477334,-0.20718942720126352,10.7890372649,21.1465130392,35,local_max_drop
d-block,Nb-Ir-S,Nb,Ir,S,Nb15IrS32_1173016_POSCAR,-0.14666769473728392,12.4782242647,-0.35120782993394,-0.2045401351966561,10.7570898833,21.0838961713,35,local_max_drop
d-block,Nb-Ir-S,Nb,Ir,S,Nb9IrS20_1173506_POSCAR,-0.08809576040133282,9.7751312408,-0.21315471319208,-0.12505895279074716,8.4268372765,16.516601062,35,local_max_drop
d-block,Nb-Pt-O,Nb,Pt,O,Nb5Pt3O_17525_POSCAR,-0.18238700298232688,12.09073821,-0.34840545306623,-0.16601845008390312,9.672590568,19.748205743,35,local_max_drop
d-block,Nb-Re-O,Nb,Re,O,Nb4ReO4_795582_POSCAR,-0.15289783507590649,7.3177342969,-0.26788851609206,-0.11499068101615349,6.3083916352,12.364447605,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,Cu2Ni11O13_757285_POSCAR,-0.21053065871430338,3.725376225,-0.36673885515389,-0.1562081964395866,3.427346127,7.301737401,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,CuNi9O10_757221_POSCAR,-0.17012468605612585,7.2661208938,-0.29010031000066,-0.11997562394453416,6.6848312223,14.2415969519,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,CuNi4O5_772088_POSCAR,-0.1534497107698681,15.3307166935,-0.27363653401615,-0.12018682324628191,14.104259358,30.0482047193,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,CuNi3O4_761415_POSCAR,-0.10785058203268735,6.4182671871,-0.20430926963283,-0.09645868760014265,5.9048058122,12.5798036868,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,CuNi4O5_1225756_POSCAR,-0.07547704975714659,3.7056012675,-0.13607581384082,-0.06059876408367341,3.4091531661,7.2629784844,35,local_max_drop
d-block,Ni-Cu-O,Ni,Cu,O,CuNi3O4_1225790_POSCAR,-0.05828200734598707,3.6915515101,-0.10642259791396,-0.04814059056797293,3.3962273893,7.2354409597,35,local_max_drop
d-block,Ni-Hf-O,Ni,Hf,O,HfNiO3_1178219_POSCAR,-0.043046515890706,6.9398589,-0.15620853671407,-0.113162020823364,6.4060236,7.4736942,35,local_max_drop
d-block,Ni-Nb-O,Ni,Nb,O,Nb6Ni6O_541419_POSCAR,-0.6736869076334131,9.9013571389,-0.96996573178745,-0.29627882415403695,7.8528004895,16.7298793037,35,local_max_drop
d-block,Ni-Nb-O,Ni,Nb,O,Nb2Ni4O9_651075_POSCAR,-0.2785207672984398,18.1778083103,-1.0775017388834,-0.7989809715849603,17.4203996308,21.9648517083,35,local_max_drop
d-block,Ni-Nb-O,Ni,Nb,O,Nb2Ni4O9_646749_POSCAR,-0.14002392482738002,6.40316625,-0.53524764735495,-0.39522372252757,5.89091295,7.42767285,35,local_max_drop
d-block,Ni-Nb-S,Ni,Nb,S,Nb2NiS4_1210488_POSCAR,-0.1340037573400173,4.87141275,-0.31129666569396,-0.17729290835394268,4.19949375,8.23100775,35,local_max_drop
d-block,Ni-Nb-S,Ni,Nb,S,Nb2NiS4_1194246_POSCAR,-0.1111904436692713,4.8906905,-0.24588487265102,-0.1346944289817487,4.2161125,8.2635805,35,local_max_drop
d-block,Ni-Nb-S,Ni,Nb,S,Nb4NiS8_1192540_POSCAR,-0.10284990463586902,9.7335554905,-0.24157512181174,-0.138725217175871,8.3909961125,16.4463523805,35,local_max_drop
d-block,Ni-Nb-S,Ni,Nb,S,Nb3NiS6_1173526_POSCAR,-0.08326754500089335,8.4383122795,-0.19313552992692,-0.10986798492602666,7.2744071375,14.2578379895,35,local_max_drop
d-block,Ni-Rh-O,Ni,Rh,O,Ni_RhO2_2_636519_POSCAR,-0.06504464485973525,7.7582325739,-0.14713343414598,-0.08208878928624476,6.8630518923,14.6212844661,35,local_max_drop
d-block,Ni-Rh-O,Ni,Rh,O,Ni_RhO2_2_19307_POSCAR,-0.06165229524042955,6.8862304982,-0.14408050026049,-0.08242820502006044,6.0916654407,12.9778959389,35,local_max_drop
d-block,Ni-Ta-S,Ni,Ta,S,Ta9_NiS3_2_3824_POSCAR,-0.11891904264953466,14.71722218,-0.21815093757028,-0.09923189492074534,12.6872605,24.86703058,35,local_max_drop
d-block,Ni-Ta-S,Ni,Ta,S,Ta2Ni3S8_562537_POSCAR,-0.06451512236478073,4.8260486735,-0.16698261899272,-0.10246749662793926,4.326802259,8.1543581035,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,Y2_NiO3_3_1349550_POSCAR,-0.23549997621855961,7.2430694,-0.4167795527198,-0.18127957650124038,6.46702625,12.67537145,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,YNiO3_1346989_POSCAR,-0.1315441062777562,8.9623174265,-0.23332794110812,-0.1017838348303638,7.417090284,15.1432259965,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,Y_NiO2_3_1045129_POSCAR,-0.12752203080143712,20.553769121,-0.29072146599144,-0.16319943519000288,18.1821803763,38.7359494973,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,YNiO3_19242_POSCAR,-0.12433959706760415,7.487377325,-0.20219337714858,-0.07785378008097583,6.454635625,12.651085825,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,Y2Ni2O7_1346622_POSCAR,-0.09401048636382915,8.7688624353,-0.16904519172821,-0.07503470536438085,7.5593641684,14.81635377,35,local_max_drop
d-block,Ni-Y-O,Ni,Y,O,Y_NiO2_2_1396217_POSCAR,-0.08354982744420326,7.0140129889,-0.14630451974048,-0.06275469229627674,6.2625115972,12.2745227305,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn2Ni11O13_1101164_POSCAR,-0.22141943999037436,3.7504236625,-0.37931950275264,-0.15790006276226562,3.4503897695,7.3508303785,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1656374_POSCAR,-0.21682638213704025,6.6787180799,-0.48703228395638,-0.27020590181933973,6.1649705353,12.5868148429,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi9O10_753807_POSCAR,-0.17541877593699112,6.4365936741,-0.29670959616816,-0.1212908202311689,5.9216661802,12.6157236013,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi9O10_753454_POSCAR,-0.17533586477575966,6.2729539389,-0.2966671615182,-0.12133129674244034,5.7711176238,12.2949897202,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1333466_POSCAR,-0.16872925745944978,6.6604078341,-0.36925616022667,-0.20052690276722024,6.1480687699,12.5523070719,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1041154_POSCAR,-0.16716794855458583,7.660616704,-0.36225500427362,-0.19508705571903417,7.071338496,14.437316096,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi4O5_765902_POSCAR,-0.1662225385927476,8.2184725793,-0.28766048642328,-0.1214379478305324,7.560994773,16.1082062555,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1040979_POSCAR,-0.16493277174259136,7.6256250305,-0.3617709491933,-0.19683817745070864,7.0390384897,14.3713702497,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn2Ni9O13_1045893_POSCAR,-0.16481469997739465,6.2983404847,-0.29841918532431,-0.13360448534691535,5.794473246,12.3447473501,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn3Ni7O10_754030_POSCAR,-0.15634024362404245,3.7623225,-0.27827653048482,-0.12193628686077754,3.4613367,7.3741521,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_Ni2O3_2_1043670_POSCAR,-0.14575883085884184,6.3630844,-0.26747954740349,-0.12172071654464817,5.854037648,12.471645424,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1376390_POSCAR,-0.13523085715688765,3.7514269,-0.28385660980888,-0.14862575265199235,3.31856995,7.06999685,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1340027_POSCAR,-0.12468215136297121,6.4975027,-0.2430522184378,-0.11837006707482879,5.9976948,12.24529355,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNiO2_1215685_POSCAR,-0.11029880830842982,3.7786107,-0.20847458688712,-0.09817577857869018,3.476321844,7.406076972,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi3O7_1044386_POSCAR,-0.10787797492950968,6.8614611,-0.23907920683497,-0.13120123190546032,6.3336564,12.93121515,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_4_1041362_POSCAR,-0.09106993191653075,7.7019587623,-0.17357622500731,-0.08250629309077924,6.2756701026,13.9776288649,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi4O5_1215716_POSCAR,-0.08304549237020471,5.7342750451,-0.14377181572287,-0.0607263233526653,5.2755330415,11.2391790883,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi4O5_1215738_POSCAR,-0.08282772306688767,4.8515415974,-0.14363191736309,-0.06080419429620233,4.4634182696,9.5090215308,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi4O5_1215686_POSCAR,-0.08282318832259519,5.1139462211,-0.14362449733085,-0.06080130900825481,4.7048305234,10.0233345933,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNi4O5_1215636_POSCAR,-0.08196557664840488,3.7258571129,-0.14319630159183,-0.061230724943425116,3.4277885439,7.3026799414,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn2Ni3O5_759178_POSCAR,-0.07381031513778388,4.9970509605,-0.13482814259973,-0.061017827461946124,4.5972868837,9.7942198826,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNiO3_1378884_POSCAR,-0.07306947934048616,6.5698698,-0.16951988097541,-0.09645040163492383,6.0644952,12.3816777,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1047707_POSCAR,-0.07114681088201733,3.62844625,-0.14611771482658,-0.07497090394456268,3.4833084,7.11175465,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn2Ni2O5_1366467_POSCAR,-0.07010500828325578,4.59652875,-0.1620885138156,-0.09198350553234422,4.22880645,9.00919635,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNiO2_1400332_POSCAR,-0.06880779417588663,3.8402165459,-0.1479870215102,-0.07917922733431336,3.3971146367,7.2373311826,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn2Ni3O8_1042880_POSCAR,-0.06808437079370744,7.479654624,-0.17600693682466,-0.10792256603095257,7.1919756,14.096272176,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNiO2_1046933_POSCAR,-0.06632952472673588,7.6558108821,-0.14134267068247,-0.07501314595573412,6.772448088,14.4282589701,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,ZnNiO2_1395801_POSCAR,-0.06463507698142554,3.7004308208,-0.13602948837697,-0.07139441139554445,3.2734580337,6.9738888545,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_768586_POSCAR,-0.06011162657918537,6.5143901481,-0.12562174202516,-0.06551011544597463,6.0132832137,12.2771198945,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1400858_POSCAR,-0.06003085568518671,7.1904702237,-0.12122681762498,-0.06119596193979329,6.6373571295,13.5512708062,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1047462_POSCAR,-0.05934200023679555,6.5461133853,-0.12437641437571,-0.06503441413891445,6.2943397936,12.3369059954,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_2215220_POSCAR,-0.058695955430535574,6.5878275822,-0.1215547930777,-0.06285883764716442,6.0810716143,12.4155212126,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1048912_POSCAR,-0.05839880013983721,6.6301349029,-0.121584322047,-0.06318552190716278,6.1201245258,12.4952542402,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1048547_POSCAR,-0.058067418733076234,7.3172069658,-0.12406724306947,-0.06599982433639377,7.0357759286,13.7901208201,35,local_max_drop
d-block,Ni-Zn-O,Ni,Zn,O,Zn_NiO2_2_1041962_POSCAR,-0.05804994053421485,6.6844901065,-0.12211663155206,-0.06406669101784515,6.1702985598,12.5976928929,35,local_max_drop
d-block,Ni-Zr-O,Ni,Zr,O,Zr4Ni2O_21602_POSCAR,-0.5248567787815661,10.5980867994,-0.72585591391466,-0.2009991351330939,9.0840743995,18.546651899,35,local_max_drop
d-block,Ni-Zr-O,Ni,Zr,O,Zr3NiO_18927_POSCAR,-0.1734493048372293,4.85300935,-0.23942358279185,-0.06597427795462067,4.18362875,8.19991235,35,local_max_drop
d-block,Ni-Zr-O,Ni,Zr,O,Zr6Ni2O_1215349_POSCAR,-0.169649144409438,8.222264862,-0.23380788323033,-0.06415873882089197,6.8046329892,13.892792353,35,local_max_drop
d-block,Ni-Zr-O,Ni,Zr,O,ZrNi4O_1206021_POSCAR,-0.07583762782892037,5.7012045264,-0.11743781921812,-0.041600191389199626,5.0903611843,9.9771079211,35,local_max_drop
d-block,Pd-Cd-O,Pd,Cd,O,CdPd3O4_13675_POSCAR,-0.061536006438717566,7.2061496875,-0.21794151129241,-0.15640550485369242,6.9179037,14.1240533875,35,local_max_drop
d-block,Pd-Ta-S,Pd,Ta,S,Ta20Pd9S50_1217846_POSCAR,-0.13347914363426816,14.7633281567,-0.50940864615345,-0.3759295025191819,12.7270070317,24.944933782,35,local_max_drop
d-block,Rh-Ag-S,Rh,Ag,S,Ag2_RhS_15_1201221_POSCAR,-0.21311693444600843,13.7230983,-0.68998770888141,-0.4768707744354016,13.2148354,24.9048821,35,local_max_drop
d-block,Rh-Pd-S,Rh,Pd,S,Pd2_RhS_15_1202732_POSCAR,-0.24620832502720214,13.593717783,-0.7081355142747,-0.46192718924749787,12.083304696,24.670080421,35,local_max_drop
d-block,Sc-Co-O,Sc,Co,O,ScCoO3_1643785_POSCAR,-0.09454695178935606,7.0147932629,-0.16895832563376,-0.07441137384440395,6.2632082704,12.27588821,35,local_max_drop
d-block,Sc-Co-O,Sc,Co,O,ScCoO3_754124_POSCAR,-0.08715307059229742,7.0161140422,-0.16460836974546,-0.07745529915316259,6.2643875377,12.2781995739,35,local_max_drop
d-block,Sc-Cr-O,Sc,Cr,O,ScCrO3_18961_POSCAR,-0.12347147907021773,7.1244376,-0.23683707342353,-0.11336559435331227,6.6155492,12.4677658,35,local_max_drop
d-block,Sc-Cu-O,Sc,Cu,O,Sc14Cu14O37_685833_POSCAR,-0.18933095510994022,8.2460915521,-0.42054645225926,-0.2312154971493198,7.9515882824,14.4306602162,35,local_max_drop
d-block,Sc-Cu-O,Sc,Cu,O,Sc13Cu13O33_686085_POSCAR,-0.1675647009857594,8.3438810679,-0.37877622128922,-0.2112115203034606,8.0458853154,14.6017918688,35,local_max_drop
d-block,Sc-Cu-O,Sc,Cu,O,Sc2Cu2O5_15336_POSCAR,-0.10495513393432884,4.5483158,-0.25067794343195,-0.14572280949762115,4.38587595,7.95955265,35,local_max_drop
d-block,Sc-Cu-O,Sc,Cu,O,Sc5Cu5O13_752959_POSCAR,-0.06588550620096961,7.7030975689,-0.14914761744617,-0.08326211124520039,7.4279869414,13.4804207455,35,local_max_drop
d-block,Sc-Fe-O,Sc,Fe,O,ScFeO3_771123_POSCAR,-0.10843037641319497,8.186051496,-0.21543318410784,-0.10700280769464501,7.30897455,14.325590118,35,local_max_drop
d-block,Sc-Fe-O,Sc,Fe,O,ScFeO3_756419_POSCAR,-0.09067275430933618,7.0323153705,-0.16755087409032,-0.07687811978098381,6.2788530093,12.3065518983,35,local_max_drop
d-block,Sc-Fe-O,Sc,Fe,O,ScFeO3_769734_POSCAR,-0.08315093883503287,7.1428168,-0.15844157069169,-0.07529063185665712,6.377515,12.4999294,35,local_max_drop
d-block,Sc-Fe-S,Sc,Fe,S,Sc22Fe7S40_685224_POSCAR,-0.20080017567285555,9.024790074,-0.43503707459969,-0.23423689892683444,8.3801622115,15.7933826294,35,local_max_drop
d-block,Sc-Hf-O,Sc,Hf,O,Hf3Sc4O12_685490_POSCAR,-0.4066038791663773,8.9457868819,-0.68822200196865,-0.2816181228022727,7.711885243,15.1152950763,35,local_max_drop
d-block,Sc-Hf-O,Sc,Hf,O,Hf3Sc4O12_531956_POSCAR,-0.24162935020193752,8.8945027428,-0.41049675421724,-0.1688674040153025,7.6676747783,15.0286425654,35,local_max_drop
d-block,Sc-Hf-O,Sc,Hf,O,Hf3Sc4O12_766090_POSCAR,-0.15186232406332237,8.7915735183,-0.26561564250018,-0.11375331843685763,7.5789426882,14.8547276689,35,local_max_drop
d-block,Sc-Mn-O,Sc,Mn,O,ScMnO3_18954_POSCAR,-0.14836795118497487,8.20048103,-0.25861560039198,-0.11024764920700512,7.614732385,14.3508418025,35,local_max_drop
d-block,Sc-Mn-O,Sc,Mn,O,ScMn2O5_773517_POSCAR,-0.1396628796722041,8.0087896,-0.25510310562321,-0.11544022595100588,7.150705,14.0153818,35,local_max_drop
d-block,Sc-Mn-O,Sc,Mn,O,ScMnO3_1105811_POSCAR,-0.10445670588566942,7.1445679966,-0.17772980583225,-0.07327309994658059,6.3790785684,12.5029939941,35,local_max_drop
d-block,Sc-Mn-O,Sc,Mn,O,Sc2Mn2O7_17619_POSCAR,-0.10160900135739331,8.2221578982,-0.17995430166908,-0.07834530031168668,7.9285094018,14.3887763218,35,local_max_drop
d-block,Sc-Mn-S,Sc,Mn,S,Sc10Mn17S32_685820_POSCAR,-0.16830335361139803,10.1948840167,-0.42968238202513,-0.26137902841373195,8.7384720143,17.8410470292,35,local_max_drop
d-block,Sc-Nb-O,Sc,Nb,O,Sc11Nb3O24_530728_POSCAR,-0.35310692112610675,8.8891186143,-0.60891923308357,-0.25581231195746323,8.2760759513,15.0195452449,35,local_max_drop
d-block,Sc-Nb-O,Sc,Nb,O,Sc11Nb3O24_676191_POSCAR,-0.16837702115811568,10.9044411909,-0.29631818744736,-0.12794116628924432,10.152410764,18.4247454605,35,local_max_drop
d-block,Sc-Nb-O,Sc,Nb,O,Sc3NbO7_676300_POSCAR,-0.10854826939338473,7.403555,-0.18641514241057,-0.07786687301718527,6.892965,12.509455,35,local_max_drop
d-block,Sc-Nb-O,Sc,Nb,O,Sc3NbO7_1173397_POSCAR,-0.0827903570855752,7.5515855,-0.15433322172669,-0.07154286464111481,7.0307865,12.7595755,35,local_max_drop
d-block,Sc-Re-O,Sc,Re,O,Sc6ReO12_13191_POSCAR,-0.0828528051499394,8.7849644326,-0.13768628620727,-0.05483348105733061,8.1791048166,14.8435605931,35,local_max_drop
d-block,Sc-Rh-O,Sc,Rh,O,ScRhO3_1196890_POSCAR,-0.1775776729703876,10.5443534,-0.41369693163834,-0.2361192586679524,9.41460125,18.45261845,35,local_max_drop
d-block,Sc-Rh-O,Sc,Rh,O,ScRhO3_1188449_POSCAR,-0.1046654221706847,7.1719592,-0.22146456236507,-0.11679914019438531,6.6596764,12.5509286,35,local_max_drop
d-block,Sc-Ta-O,Sc,Ta,O,Sc3TaO7_674341_POSCAR,-0.08782861195943198,11.2360693285,-0.15655440797967,-0.06872579602023801,10.4611679955,18.9850826585,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,Sc2Ti2O7_780402_POSCAR,-0.40476211058223543,7.3924944,-0.67353648791943,-0.26877437733719456,6.6277536,12.4907664,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,Sc4Ti3O12_675128_POSCAR,-0.19764650918030524,8.4655126517,-0.30817853191001,-0.11053202272970475,7.8816841929,14.303797239,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,ScTiO3_754092_POSCAR,-0.13240683385176782,7.4755997,-0.19991099589611,-0.06750416204434218,6.9600411,12.6311857,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,Sc4Ti3O12_1219404_POSCAR,-0.0994111884675182,8.4795925591,-0.15502105298236,-0.055609864514841796,7.8947930723,14.3275874275,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,Sc2TiO5_753401_POSCAR,-0.0713185081856339,5.588903084,-0.11010634791436,-0.03878783972872609,5.203461492,9.443319004,35,local_max_drop
d-block,Sc-Ti-O,Sc,Ti,O,ScTiO3_1101375_POSCAR,-0.05852596969808692,6.7354884374,-0.089888646345503,-0.031362676647416085,6.2709719935,11.380652877,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,Sc10V10O37_1173573_POSCAR,-0.21559311487962143,4.4102492295,-0.39648418671815,-0.18089107183852857,3.801938991,7.4518004223,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,Sc7V9O24_863413_POSCAR,-0.2099626287025547,11.2952687778,-0.34021507021747,-0.1302524415149153,10.5162847242,19.0851093143,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,Sc2VO5_1201569_POSCAR,-0.18139562104778234,10.2200943162,-0.2974969513086,-0.11610133026081765,9.5152602254,17.2684352238,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,ScV2O2_1209615_POSCAR,-0.13899523346028678,10.4691324649,-0.20580993166611,-0.06681469820582323,9.0251141939,17.68922382,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,ScVO2_1209108_POSCAR,-0.1258340034693289,7.8203678433,-0.19113040256954,-0.0652963991002111,6.7416964167,13.2137249766,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,ScVO3_756546_POSCAR,-0.11588507421655299,7.8340194,-0.18343218380645,-0.067547109589897,7.2937422,13.2367914,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,ScV2O2_1237488_POSCAR,-0.11577454138595515,9.8816809831,-0.19385961989148,-0.07808507850552486,8.5186905027,16.6966333853,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,Sc7V9O24_1354180_POSCAR,-0.11016294711264812,13.8280083678,-0.18779919607036,-0.07763624895771187,11.4574926476,19.3592117149,35,local_max_drop
d-block,Sc-V-O,Sc,V,O,Sc2V2O7_756234_POSCAR,-0.09503378178357233,8.7106893199,-0.16441218932916,-0.06937840754558766,7.8095835282,14.7180612647,35,local_max_drop
d-block,Sc-Y-O,Sc,Y,O,YScO3_769007_POSCAR,-0.18393476903040867,8.95233741,-0.27822922444881,-0.09429445541840133,7.71753225,15.12636321,35,local_max_drop
d-block,Sc-Y-O,Sc,Y,O,YScO3_755165_POSCAR,-0.13775994953505416,7.9292496,-0.20446159653278,-0.06670164699772584,6.83556,13.3976976,35,local_max_drop
d-block,Sc-Y-O,Sc,Y,O,YScO3_768479_POSCAR,-0.057452809162582545,5.2063553115,-0.088719426961638,-0.03126661779905545,4.4882373375,8.7969451815,35,local_max_drop
d-block,Sc-Y-S,Sc,Y,S,YScS3_7792_POSCAR,-0.07017364886355909,8.941633204,-0.15381192902546,-0.08363828016190092,7.664257032,15.647858107,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr25Sc6O59_686417_POSCAR,-0.7656138917983808,18.6866441621,-1.3990826372178,-0.6334687454194192,17.3979100819,31.5739849635,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr3Sc4O12_532444_POSCAR,-0.4479314792103073,8.9952923584,-0.75153361146009,-0.3036021322497827,8.3749273682,15.1989422608,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr3Sc4O12_674363_POSCAR,-0.17580284053995318,8.8929489358,-0.29650616027186,-0.12070331973190682,8.2796421126,15.0260171674,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr3Sc4O12_675469_POSCAR,-0.17568031827024422,8.9144018045,-0.29642620438131,-0.12074588611106579,8.2996154731,15.0622651179,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr5Sc2O13_675672_POSCAR,-0.17274439445330148,11.2541445812,-0.31227382650761,-0.1395294320543085,10.477996679,19.0156236027,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr8Sc2O19_1100806_POSCAR,-0.12924985800694785,4.3956449863,-0.23514898574815,-0.10589912774120214,4.0924970562,7.4271242872,35,local_max_drop
d-block,Sc-Zr-O,Sc,Zr,O,Zr9ScO20_674976_POSCAR,-0.12241908220489447,8.9594680829,-0.22980242138902,-0.10738333918412551,8.3415737324,15.1384115884,35,local_max_drop
d-block,Ta-Au-S,Ta,Au,S,Ta5AuS_669370_POSCAR,-0.2339202903548504,11.1503494889,-0.50347340206696,-0.2695531117121096,9.612370249,18.8402456881,35,local_max_drop
d-block,Tc-Cd-O,Tc,Cd,O,CdTcO3_1189706_POSCAR,-0.05925155026554277,6.0035811,-0.23348590594388,-0.17423435567833723,5.73069105,13.37161245,35,local_max_drop
d-block,Ti-Co-O,Ti,Co,O,Ti3Co3O_504734_POSCAR,-0.5019698615955894,9.5466837051,-0.69050413040943,-0.18853426881384064,8.5238247367,16.7066964839,35,local_max_drop
