chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
K-S,K2S5_672372_POSCAR,mp-672372,K2S5,Orthorhombic,P2_12_12_1,19,0.060601303214285,-0.6399772866517861,False,1.2407,False,1.831750584078513,28,864.9090950931815,30.889610539042195,377.3091146279614,0.43624135388160273,43.624135388160276
K-S,KS_1287_POSCAR,mp-1287,KS,Hexagonal,P-62m,189,0.0,-1.099480114947915,True,1.469,False,1.932581590949447,12,366.87539698951247,30.57294974912604,239.34040162362854,0.6523751758433405,65.23751758433404
K-S,KS3_1196514_POSCAR,mp-1196514,KS3,Monoclinic,P2_1/c,14,0.0,-0.618411601796874,True,1.8888999999999991,False,1.990182734819924,32,903.0720895582563,28.22100279869551,396.7053076712247,0.43928420804730633,43.928420804730635
Li-O,Li2O_1245009_POSCAR,mp-1245009,Li2O,Triclinic,P1,1,0.161850906372549,-1.8997470075163392,False,2.723,False,1.6835606574999091,102,1002.0749080710493,9.82426380461813,638.2928779535977,0.6369712212256504,63.69712212256504
Li-O,Li2O_1245092_POSCAR,mp-1245092,Li2O,Triclinic,P1,1,0.173222025686275,-1.888375888202614,False,2.461,False,1.617157036366032,102,1043.2220574283567,10.227667229689771,638.2928779535977,0.6118475672639163,61.18475672639163
Li-O,Li2O_1245224_POSCAR,mp-1245224,Li2O,Triclinic,P1,1,0.149685822843137,-1.911912091045751,False,2.735999999999999,False,1.7178391162021351,102,982.079098618734,9.628226457046411,638.2928779535977,0.6499403956884311,64.9940395688431
Li-O,Li2O_1245303_POSCAR,mp-1245303,Li2O,Triclinic,P1,1,0.158574137745097,-1.9030237761437911,False,2.7845,False,1.723042170091859,102,979.1135239421714,9.599152195511484,638.2928779535977,0.651908958813745,65.1908958813745
Li-O,Li2O_755894_POSCAR,mp-755894,Li2O,Orthorhombic,Pnma,62,0.084359710833333,-1.977238203055555,False,5.4351,False,2.195570919540326,12,90.39877805466602,7.533231504555502,75.09327975924661,0.8306891019460035,83.06891019460035
Li-O,Li2O2_558312_POSCAR,mp-558312,Li2O2,Hexagonal,P6_3/mmc,194,0.142724228749999,-1.507446007916666,False,1.6379,False,2.000892516139877,8,76.1528771822725,9.519109647784063,39.95516073705382,0.5246704026877519,52.467040268775186
Li-O,Li2O2_841_POSCAR,mp-841,Li2O2,Hexagonal,P6_3/mmc,194,0.0,-1.650170236666666,True,1.974299999999999,False,2.414495373744071,8,63.10789546996573,7.888486933745717,39.95516073705382,0.6331245946249191,63.31245946249191
