chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Rb-Be-O,Rb2Be2O3_1345479_POSCAR,mp-1345479,Rb2Be2O3,Tetragonal,P4_12_12,92,0.031245933214285,-2.346477464642857,False,3.6315,False,3.708310170957122,28,424.4286700216904,15.158166786488943,400.9168178740822,0.9446035251426191,94.46035251426191
Rb-Be-O,Rb2Be2O3_755752_POSCAR,mp-755752,Rb2Be2O3,Orthorhombic,Pnma,62,0.0,-2.3777233978571437,True,2.455,False,3.573784982178108,28,440.40510599716845,15.72875378561316,400.9168178740822,0.9103364434577192,91.03364434577192
Rb-Be-O,Rb2Be2O3_771976_POSCAR,mp-771976,Rb2Be2O3,Tetragonal,P4_32_12,96,0.031250121071428,-2.346473276785715,False,3.9127,False,3.708310170957122,28,424.4286700216904,15.158166786488943,400.9168178740822,0.9446035251426191,94.46035251426191
Rb-Cs-O,Cs11Rb7O3_572722_POSCAR,mp-572722,Cs11Rb7O3,Orthorhombic,P2_12_12_1,19,0.008909219794744,-0.516089229343186,False,0.0,True,2.127047032411553,84,6583.404737593901,78.37386592373691,3940.6984151153156,0.5985806086951233,59.85806086951233
Rb-Cs-O,CsRbO_754171_POSCAR,mp-754171,CsRbO,Orthorhombic,Pnma,62,0.064482956666668,-1.092224502385057,False,1.253599999999999,False,4.337845361616444,12,358.87396822976444,29.906164019147038,426.62459622211367,1.1887866883367053,118.87866883367053
Rb-Mg-O,Rb2MgO2_1541753_POSCAR,mp-1541753,Rb2MgO2,Orthorhombic,Ibam,72,0.0,-1.9010544184999991,True,2.311099999999999,False,3.974967516491585,20,379.71621111892205,18.985810555946102,413.4204069008522,1.088761540316156,108.87615403161558
Rb-Mg-O,Rb2MgO2_756372_POSCAR,mp-756372,Rb2MgO2,Orthorhombic,Pbcn,60,0.0032647055,-1.897789712999999,False,2.6062000000000003,False,3.752263942353041,20,402.25304719274567,20.112652359637284,413.4204069008522,1.0277620263812581,102.77620263812581
Rb-Mg-O,Rb2MgO2_778256_POSCAR,mp-778256,Rb2MgO2,Monoclinic,P2_1/c,14,0.021852682749999,-1.879201735749999,False,1.8309,False,3.333140571903006,40,905.6681361364797,22.64170340341199,826.8408138017048,0.9129622439064192,91.29622439064192
Sr-Ba-O,Ba3Sr4O7_760515_POSCAR,mp-760515,Ba3Sr4O7,Orthorhombic,Immm,71,0.038797038571428,-2.9288347089285702,False,2.4311,False,5.288732126048971,14,274.55912793359363,19.611366280970973,257.55654963435063,0.9380731632300517,93.80731632300517
Sr-Ba-O,Ba3SrO4_1079882_POSCAR,mp-1079882,Ba3SrO4,Cubic,Pm-3m,221,0.036794476249999,-2.849843436249999,False,2.1745,False,5.526653937390982,8,169.33889904872078,21.167362381090097,160.76570103905834,0.9493725419391335,94.93725419391335
Sr-Ba-O,BaSr3O4_984729_POSCAR,mp-984729,BaSr3O4,Cubic,Pm-3m,221,0.044253557499999,-2.968374765,False,2.5199,False,5.097083665801495,8,151.22307439952326,18.902884299940407,139.62487687550143,0.9233040488690237,92.33040488690237
