chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Co-Ru-O,Co9Ru3O16_531333_POSCAR,mp-531333,Co9Ru3O16,,,,,,,,,,56,622.5484866605977,11.116937261796389,267.5776395798828,0.4298101197148381,42.98101197148381
Co-Ta-O,Ta2Co4O9_773173_POSCAR,mp-773173,Ta2Co4O9,,,,,,,,,,60,677.0155504267437,11.283592507112395,342.0560719577101,0.5052410860313351,50.52410860313351
Co-Ta-O,Ta2Co4O9_863438_POSCAR,mp-863438,Ta2Co4O9,,,,,,,,,,30,336.23605570414867,11.207868523471623,171.028035978855,0.5086546581706906,50.86546581706906
Co-Ta-O,Ta2Co4O9_885579_POSCAR,mp-885579,Ta2Co4O9,,,,,,,,,,60,675.6856274158376,11.261427123597294,342.0560719577101,0.5062355303692117,50.623553036921166
Co-Ta-S,Ta9_CoS3_2_1189705_POSCAR,mp-1189705,Ta9(CoS3)2,,,,,,,,,,17,297.82611400389425,17.519183176699663,231.06833683931436,0.7758498196578323,77.58498196578323
Co-Ta-S,Ta9_CoS3_2_29580_POSCAR,mp-29580,Ta9(CoS3)2,,,,,,,,,,34,606.6805718072495,17.843546229624987,462.1366736786288,0.7617462881693462,76.17462881693461
Co-Tc-O,Co2TcO4_36069_POSCAR,mp-36069,Co2TcO4,,,,,,,,,,14,157.6991111590218,11.264222225644415,69.76228186383864,0.44237587232493164,44.23758723249316
Co-Y-O,Y_CoO2_2_1383697_POSCAR,mp-1383697,Y(CoO2)2,,,,,,,,,,14,153.29310476028323,10.949507482877374,100.61252903774098,0.6563408653968937,65.63408653968938
Co-Y-O,Y_CoO2_3_1045123_POSCAR,mp-1045123,Y(CoO2)3,,,,,,,,,,40,479.6327789173807,11.990819472934517,244.3757630839629,0.5095059675353381,50.95059675353381
Co-Y-O,Y2Co2O5_1187759_POSCAR,mp-1187759,Y2Co2O5,,,,,,,,,,9,96.25469295713921,10.69496588412658,80.24143696221562,0.8336366206886758,83.36366206886758
Co-Y-O,Y2Co2O7_1369302_POSCAR,mp-1369302,Y2Co2O7,,,,,,,,,,22,243.6694489749219,11.075884044314632,165.29991563929212,0.6783776806435203,67.83776806435203
Co-Y-O,YCoO3_1273178_POSCAR,mp-1273178,YCoO3,,,,,,,,,,20,226.93867725522597,11.346933862761299,162.8913947818616,0.7177771402918077,71.77771402918077
Co-Y-O,YCoO3_1288734_POSCAR,mp-1288734,YCoO3,,,,,,,,,,20,225.35994082726717,11.267997041363358,162.8913947818616,0.722805455947088,72.2805455947088
Co-Y-O,YCoO3_1330514_POSCAR,mp-1330514,YCoO3,,,,,,,,,,30,376.2581360727808,12.541937869092694,244.33709217279238,0.6493868670138989,64.9386867013899
Co-Y-O,YCoO3_22668_POSCAR,mp-22668,YCoO3,,,,,,,,,,20,205.826268147834,10.291313407391701,162.8913947818616,0.7914023620389669,79.14023620389669
Co-Zn-O,Zn_Co2O3_2_1043057_POSCAR,mp-1043057,Zn(Co2O3)2,,,,,,,,,,22,217.1068143479247,9.868491561269305,96.69678093366343,0.4453880511493385,44.53880511493385
Co-Zn-O,Zn_CoO2_2_1040942_POSCAR,mp-1040942,Zn(CoO2)2,,,,,,,,,,42,449.47844959547245,10.701867847511249,175.08935292012927,0.38953892690007386,38.953892690007386
Co-Zn-O,Zn_CoO2_2_1041156_POSCAR,mp-1041156,Zn(CoO2)2,,,,,,,,,,42,451.3459558015855,10.746332280990131,175.08935292012927,0.3879271558092783,38.792715580927826
Co-Zn-O,Zn_CoO2_2_1042295_POSCAR,mp-1042295,Zn(CoO2)2,,,,,,,,,,28,276.36670218178807,9.870239363635289,116.72623528008643,0.42235998171482475,42.23599817148248
Co-Zn-O,Zn_CoO2_2_1048280_POSCAR,mp-1048280,Zn(CoO2)2,,,,,,,,,,28,303.35149243179603,10.833981872564143,116.72623528008643,0.3847887292208742,38.47887292208742
Co-Zn-O,Zn_CoO2_2_1048393_POSCAR,mp-1048393,Zn(CoO2)2,,,,,,,,,,28,278.91518970336415,9.961256775120148,116.72623528008643,0.41850081884829854,41.850081884829855
Co-Zn-O,Zn_CoO2_2_1340366_POSCAR,mp-1340366,Zn(CoO2)2,,,,,,,,,,28,276.36778478624694,9.870278028080248,116.72623528008643,0.4223583272209777,42.23583272209777
Co-Zn-O,Zn_CoO2_2_1350001_POSCAR,mp-1350001,Zn(CoO2)2,,,,,,,,,,56,564.1291965578012,10.073735652817877,233.45247056017234,0.4138280237659222,41.382802376592224
Co-Zn-O,Zn_CoO2_2_1379105_POSCAR,mp-1379105,Zn(CoO2)2,,,,,,,,,,42,421.24371646232294,10.029612296721975,175.08935292012927,0.4156485808039102,41.56485808039102
Co-Zn-O,Zn_CoO2_2_530742_POSCAR,mp-530742,Zn(CoO2)2,,,,,,,,,,56,593.939281179024,10.60605859248257,233.45247056017234,0.3930578056678585,39.30578056678585
