block,chemsys,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
d-block,Cr-O,O,Cr3O4_1310867_POSCAR,-0.0625879530218052,7.9738017486,-0.13573487674993,-0.0731469237281247,7.0878237766,14.4709735438,35,local_max_drop,mp-1310867,Cr3O4,Triclinic,P-1,2,0.099153459761904,-2.154739653571429,False,1.475999999999999,False,4.6662457373939485,14,156.56920010643705,11.183514293316932,77.1310507956515,0.4926323360100018,49.26323360100018
d-block,Cr-O,O,CrO_755286_POSCAR,-0.0600967247888109,3.75583375,-0.13598409510745,-0.075887370318639,3.6056004,7.36143415,35,local_max_drop,mp-755286,CrO,Orthorhombic,Pmm2,25,0.171272914166666,-1.80088356,False,0.0,True,4.336410476489974,12,156.2248565468726,13.018738045572716,74.72252993822096,0.47830115891834246,47.83011589183425
d-block,Cr-O,O,CrO2_1044871_POSCAR,-0.0548594220890123,7.31283,-0.12291050044974,-0.0680510783607277,6.790485,12.7974525,35,local_max_drop,mp-1044871,CrO2,Orthorhombic,Pmmn,59,0.176237902499966,-1.8714629591666672,False,0.0,True,3.39877099671416,24,328.2994070033026,13.679141958470941,109.26412334735014,0.33281852180211513,33.281852180211516
d-block,Cr-S,S,Cr19S30_1226578_POSCAR,-0.1130756385898952,11.4349697141,-0.36683262880295,-0.2537569902130547,11.0114523173,20.7523524441,35,local_max_drop,mp-1226578,Cr19S30,Triclinic,P-1,2,0.007984626530613,-0.973726733571427,False,0.0,True,3.73965749614984,49,865.8132759106196,17.66965869205346,359.2118444832512,0.4148837335688228,41.48837335688228
d-block,Cr-S,S,Cr19S30_1226930_POSCAR,-0.1129058489576805,11.4318837676,-0.36628290018809,-0.2533770512304095,11.0084806651,20.7467520227,35,local_max_drop,mp-1226930,Cr19S30,Triclinic,P-1,2,0.007960951836735,-0.9737504082653052,False,0.0,True,3.721948798629433,49,869.932737683949,17.753729340488754,359.2118444832512,0.4129191015843281,41.29191015843281
d-block,Cr-S,S,Cr5S8_684674_POSCAR,-0.0885894731579146,11.0348763852,-0.29006654011405,-0.2014770669561353,10.6261772598,20.0262571435,35,local_max_drop,mp-684674,Cr5S8,Triclinic,P-1,2,0.009286313076923,-0.969433726153844,False,0.0,True,3.730108942241857,39,689.7942700197237,17.6870325646083,285.11957667440333,0.4133400189976219,41.33400189976219
d-block,Cr-S,S,Cr5S6_1311_POSCAR,-0.0778235888529349,8.025549201,-0.21882935513062,-0.141005766277685,7.431064075,14.564885587,35,local_max_drop,mp-1311,Cr5S6,Trigonal,P-31c,163,0.034498021363635,-0.8685724436363611,False,0.0,True,4.282994203017067,22,350.7727781418452,15.944217188265691,170.6835247396723,0.4865928469245451,48.659284692454506
d-block,Cr-S,S,Cr5S8_1181961_POSCAR,-0.0581192929195069,8.0380940678,-0.19436433665406,-0.136245043734553,7.7403868801,14.5876521971,35,local_max_drop,mp-1181961,Cr5S8,Monoclinic,C2/m,12,0.0,-0.978720039230768,True,0.0,True,3.749503610476083,26,457.4841619855848,17.59554469175326,190.07971778293563,0.4154891766262391,41.54891766262391
d-block,Cr-S,S,Cr5S8_849084_POSCAR,-0.0570335511759461,7.9354642408,-0.19504820661818,-0.1380146554422339,7.6415581578,14.4013980666,35,local_max_drop,mp-849084,Cr5S8,Monoclinic,Cm,8,0.018103083076923,-0.9606169561538452,False,0.0,True,3.834891982991866,26,447.29773957245476,17.20375921432518,190.07971778293563,0.4249512147426041,42.49512147426041
d-block,Cu-O,O,Cu64O_1213626_POSCAR,-0.4481761697967984,12.461483594,-0.98919511355384,-0.5410189437570416,11.1263246375,21.8075962895,35,local_max_drop,mp-1213626,Cu64O,Orthorhombic,Amm2,38,0.032106777692306,0.002360372846153,False,0.0,True,8.839841692134591,65,766.9692800985052,11.79952738613085,617.7855999309326,0.8054893669947089,80.54893669947089
d-block,Cu-S,S,Cu2S_581212_POSCAR,-0.3308447819725019,16.682157534,-1.2258802054789,-0.8950354235063981,14.8947835125,29.1937756845,35,local_max_drop,mp-581212,Cu2S,Monoclinic,P2_1/c,14,0.012637958263891,-0.199436317465275,False,0.3475,False,5.87141141186352,144,2160.59599385499,15.004138846215207,1157.6263257724872,0.535790276879585,53.5790276879585
d-block,Cu-S,S,Cu39S20_685126_POSCAR,-0.1347101739445895,11.6878180989,-0.526620626297,-0.3919104523524104,10.435551874,20.4536816731,35,local_max_drop,mp-685126,Cu39S20,Monoclinic,C2,5,0.157565250889831,-0.05810350408898,False,0.0,True,6.047276537592325,59,856.6182931390917,14.518954121001554,472.71021897548025,0.5518329724704173,55.18329724704173
d-block,Cu-S,S,Cu7S4_624299_POSCAR,-0.0827002853818326,10.963010856,-0.35162773683073,-0.2689274514488974,10.179938652,19.185268998,35,local_max_drop,mp-624299,Cu7S4,Orthorhombic,Pnma,62,0.0,-0.231353755340908,True,0.0,True,5.719907898718184,44,665.4827778457887,15.124608587404289,347.33910820527353,0.5219355327716112,52.19355327716112
d-block,Cu-S,S,Cu9S5_684710_POSCAR,-0.0798072845307308,9.0955301419,-0.25064813549698,-0.1708408509662491,8.1210090552,15.9171777483,35,local_max_drop,mp-684710,Cu9S5,Triclinic,P-1,2,0.049669751116072,-0.177552687165178,False,0.0,True,5.855300080088663,28,415.31994892944715,14.832855318908827,221.90398434315705,0.5342964741162799,53.42964741162799
